Selling Duration (in days),Selling Price (in euros),stad,Bouwjaar
28,3e+05,eindhoven,1961
22,499000,eindhoven,1975
17,275000,eindhoven,1988
43,285000,eindhoven,1929
22,315000,eindhoven,2007
50,265000,eindhoven,1964
28,350000,eindhoven,1979
27,750000,eindhoven,1973
22,625000,eindhoven,1974
37,350000,eindhoven,1974
20,2e+05,eindhoven,1950
17,299000,eindhoven,1967
53,450000,eindhoven,1988
155,335000,eindhoven,1996
19,325000,eindhoven,1950
40,325000,eindhoven,1974
20,350000,eindhoven,1927
18,409000,eindhoven,1985
86,525000,eindhoven,1997
25,325000,eindhoven,2003
14,225000,eindhoven,1978
67,425000,eindhoven,1988
459,825000,eindhoven,1999
27,369500,eindhoven,2012
12,419500,eindhoven,1979
18,350000,eindhoven,1975
28,495000,eindhoven,1993
21,239000,eindhoven,1973
13,350000,eindhoven,1973
21,625000,eindhoven,2012
184,649000,eindhoven,1989
45,579000,eindhoven,2005
26,275000,eindhoven,1967
35,250000,eindhoven,1977
11,645000,eindhoven,1958
25,440000,eindhoven,1928
109,985000,eindhoven,1926
62,365000,eindhoven,1989
33,350000,eindhoven,1974
31,315000,eindhoven,1972
66,460000,eindhoven,1938
27,275000,eindhoven,1976
28,485000,eindhoven,2019
25,359000,eindhoven,2002
32,225000,eindhoven,1978
5,750000,eindhoven,2007
19,4e+05,eindhoven,1953
16,355000,eindhoven,1984
20,385000,eindhoven,2017
6,459000,eindhoven,1993
18,279000,eindhoven,1963
37,325000,eindhoven,1930
51,550000,eindhoven,1993
25,250000,eindhoven,1955
77,435000,eindhoven,1977
26,350000,eindhoven,1993
13,279000,eindhoven,1929
466,599000,eindhoven,1990
18,150000,eindhoven,1978
8,265000,eindhoven,1928
14,195000,eindhoven,1966
13,525000,eindhoven,1996
26,325000,eindhoven,1957
20,315000,eindhoven,1961
62,395000,eindhoven,1954
18,289500,eindhoven,2014
23,395000,eindhoven,1989
27,312500,eindhoven,1928
15,340000,eindhoven,1980
43,359000,eindhoven,1961
29,315000,eindhoven,1935
99,270000,eindhoven,1974
40,325000,eindhoven,2008
13,298000,eindhoven,1989
25,509000,eindhoven,1934
87,319000,eindhoven,1990
54,4e+05,eindhoven,1972
64,689000,eindhoven,1996
16,299000,eindhoven,1993
19,4e+05,eindhoven,1953
21,2e+05,eindhoven,1966
17,250000,eindhoven,1959
24,525000,eindhoven,1948
54,375000,eindhoven,1954
74,225000,eindhoven,1961
7,465000,eindhoven,1996
16,3e+05,eindhoven,1950
18,475000,eindhoven,2001
28,259000,eindhoven,1963
22,475000,eindhoven,2003
17,317500,eindhoven,1968
69,369000,eindhoven,1991
101,250000,eindhoven,1966
12,335000,eindhoven,1987
26,279500,eindhoven,1967
3,225000,eindhoven,1955
114,265000,eindhoven,1957
21,275000,eindhoven,1967
14,289000,eindhoven,1979
40,4e+05,eindhoven,1994
23,169500,eindhoven,1950
0,350000,eindhoven,1955
12,625000,eindhoven,1956
20,275000,eindhoven,1991
9,719000,eindhoven,1933
31,295000,eindhoven,1967
20,160000,eindhoven,1969
21,220000,eindhoven,1968
76,2450000,eindhoven,1908
25,1290000,eindhoven,1904
41,295000,eindhoven,1979
277,6e+05,eindhoven,1986
11,450000,eindhoven,2016
13,215000,eindhoven,2011
18,3e+05,eindhoven,2003
270,365000,eindhoven,2001
20,679000,eindhoven,1921
17,339500,eindhoven,1981
19,225000,eindhoven,1956
23,225000,eindhoven,1959
0,479000,eindhoven,1926
32,1085000,eindhoven,1928
10,370000,eindhoven,2012
22,425000,eindhoven,1957
20,3e+05,eindhoven,1952
13,239500,eindhoven,1969
93,425000,eindhoven,2004
10,275000,eindhoven,1974
12,315000,eindhoven,1967
8,339000,eindhoven,1961
67,399000,eindhoven,2006
27,245000,eindhoven,1961
22,275000,eindhoven,1969
24,250000,eindhoven,1924
27,350000,eindhoven,2003
20,450000,eindhoven,1999
12,225000,eindhoven,1963
46,4e+05,eindhoven,1975
24,2e+05,eindhoven,1978
21,275000,eindhoven,1955
64,275000,eindhoven,1965
13,219000,eindhoven,1965
10,330000,eindhoven,1930
34,375000,eindhoven,2012
21,795000,eindhoven,1930
183,375000,eindhoven,1989
29,250000,eindhoven,2011
14,250000,eindhoven,2005
11,325000,eindhoven,2003
20,235000,eindhoven,1948
20,325000,eindhoven,2000
23,325000,eindhoven,1929
185,345000,eindhoven,1957
25,975000,eindhoven,2003
30,410000,eindhoven,1928
13,425000,eindhoven,1989
16,285000,eindhoven,1973
16,325000,eindhoven,1964
41,485000,eindhoven,1958
2,325000,eindhoven,1939
46,309500,eindhoven,1972
18,469500,eindhoven,1954
26,650000,eindhoven,1900
24,225000,eindhoven,1977
89,475000,eindhoven,2003
61,275000,eindhoven,2008
203,350000,eindhoven,1991
19,325000,eindhoven,1991
19,3e+05,eindhoven,1961
42,315000,eindhoven,2008
67,275000,eindhoven,1961
17,3e+05,eindhoven,1997
18,265000,eindhoven,1975
21,369000,eindhoven,2011
31,720000,eindhoven,2010
13,535000,eindhoven,2018
17,315000,eindhoven,1929
13,3e+05,eindhoven,1979
38,775000,eindhoven,1989
66,350000,eindhoven,1935
286,755000,eindhoven,2019
24,350000,eindhoven,1986
19,3e+05,eindhoven,1961
16,3e+05,eindhoven,1986
52,369000,eindhoven,2017
467,785000,eindhoven,2006
357,795000,eindhoven,2006
19,425000,eindhoven,2017
51,260000,eindhoven,1968
15,250000,eindhoven,1938
35,525000,eindhoven,1956
20,295000,eindhoven,1973
55,350000,eindhoven,1971
12,5e+05,eindhoven,1993
27,269500,eindhoven,1955
119,647000,eindhoven,1965
21,255000,eindhoven,1974
20,165000,eindhoven,1974
168,615000,eindhoven,1920
158,475000,eindhoven,1987
0,675000,eindhoven,1989
117,449000,eindhoven,1906
27,265000,eindhoven,1974
192,365000,eindhoven,2007
91,435000,eindhoven,1906
35,430000,eindhoven,2009
7,350000,eindhoven,1924
17,339000,eindhoven,1992
11,350000,eindhoven,1979
31,4e+05,eindhoven,1974
49,3e+05,eindhoven,1970
13,435000,eindhoven,1930
21,250000,eindhoven,1980
85,350000,eindhoven,1998
18,239000,eindhoven,1964
18,340000,eindhoven,1986
14,237500,eindhoven,1966
32,215000,eindhoven,1955
11,525000,eindhoven,1993
151,849000,eindhoven,1958
42,240000,eindhoven,1983
197,719000,eindhoven,1840
16,645000,eindhoven,1978
41,280000,eindhoven,1969
13,250000,eindhoven,1953
28,297500,eindhoven,2002
21,3e+05,eindhoven,1965
16,250000,eindhoven,1960
7,250000,eindhoven,1968
87,985000,eindhoven,1926
47,432000,eindhoven,1977
20,285000,eindhoven,1983
41,650000,eindhoven,2006
42,5e+05,eindhoven,1980
17,485000,eindhoven,2007
259,799000,eindhoven,1995
319,875000,eindhoven,1965
16,385000,eindhoven,2003
0,485000,eindhoven,1938
15,325000,eindhoven,1967
76,475000,eindhoven,1999
21,299000,eindhoven,1961
121,349500,eindhoven,2002
16,3e+05,eindhoven,1935
21,355000,eindhoven,1988
20,369500,eindhoven,1961
12,395000,eindhoven,1988
163,895000,eindhoven,1997
26,225000,eindhoven,1969
18,227500,eindhoven,2012
33,8e+05,eindhoven,2008
31,315000,eindhoven,2009
125,235000,eindhoven,1979
18,309000,eindhoven,2015
30,250000,eindhoven,1967
25,295000,eindhoven,1987
8,242500,eindhoven,1960
37,319000,eindhoven,2004
38,275000,eindhoven,1968
24,239500,eindhoven,1969
62,398000,eindhoven,2002
75,320000,eindhoven,2004
173,315000,eindhoven,2012
38,5e+05,eindhoven,2008
22,275000,eindhoven,1975
25,309500,eindhoven,2004
37,350000,eindhoven,1998
33,275000,eindhoven,2004
24,310000,eindhoven,1993
25,5e+05,eindhoven,1990
14,190000,eindhoven,1935
17,425000,eindhoven,2007
20,289000,eindhoven,1945
23,150000,eindhoven,1969
7,250000,eindhoven,2008
12,775000,eindhoven,2010
18,3e+05,eindhoven,1979
40,560000,eindhoven,2008
85,435000,eindhoven,2003
35,4e+05,eindhoven,2000
31,460000,eindhoven,2003
111,3e+05,eindhoven,1928
19,598000,eindhoven,2019
17,275000,eindhoven,1979
29,540000,eindhoven,1992
19,489500,eindhoven,1934
14,225000,eindhoven,1959
10,415000,eindhoven,2012
182,165000,eindhoven,1985
16,325000,eindhoven,1978
19,350000,eindhoven,2017
27,450000,eindhoven,1950
20,479000,eindhoven,2017
17,339000,eindhoven,1981
16,4e+05,eindhoven,2006
19,3e+05,eindhoven,1986
26,620000,eindhoven,1900
25,375000,eindhoven,1975
23,425000,eindhoven,1929
61,439000,eindhoven,2016
21,275000,eindhoven,1930
48,365000,eindhoven,1930
26,3e+05,eindhoven,1969
32,360000,eindhoven,1992
22,215000,eindhoven,1978
35,225000,eindhoven,1982
32,275000,eindhoven,2004
20,439000,eindhoven,1969
26,375000,eindhoven,1966
56,339000,eindhoven,1969
18,385000,eindhoven,2012
31,279500,eindhoven,1969
25,4e+05,eindhoven,1975
16,275000,eindhoven,1966
17,215000,eindhoven,1972
13,239000,eindhoven,1977
-1,275000,eindhoven,1972
12,298000,eindhoven,1956
9,275000,eindhoven,1967
16,275000,eindhoven,1957
21,319000,eindhoven,1976
103,459000,eindhoven,1935
160,715000,eindhoven,2009
48,4e+05,eindhoven,2000
10,375000,eindhoven,1991
27,269000,eindhoven,1934
24,225000,eindhoven,1960
30,648000,eindhoven,1969
20,425000,eindhoven,2007
83,350000,eindhoven,1921
18,375000,eindhoven,2003
81,325000,eindhoven,2006
29,265000,eindhoven,1930
24,275000,eindhoven,2003
16,425000,eindhoven,2005
62,350000,eindhoven,1999
22,225000,eindhoven,1969
13,350000,eindhoven,2010
26,698000,eindhoven,1980
350,235000,eindhoven,1979
177,250000,eindhoven,1979
-9,227500,eindhoven,1989
22,339000,eindhoven,1996
49,395000,eindhoven,2017
171,1050000,eindhoven,1993
34,6e+05,eindhoven,1993
37,598000,eindhoven,1927
23,895000,eindhoven,1928
34,425000,eindhoven,1985
34,375000,eindhoven,1931
377,635000,eindhoven,2020
250,455000,eindhoven,2020
368,455000,eindhoven,2020
353,455000,eindhoven,2020
353,455000,eindhoven,2020
5,280000,eindhoven,2008
403,540000,eindhoven,2020
306,527500,eindhoven,2020
403,472500,eindhoven,2020
181,427500,eindhoven,2020
68,325000,eindhoven,2020
9,489000,eindhoven,2009
18,344000,eindhoven,1989
23,225000,eindhoven,1965
34,375000,eindhoven,2005
32,5e+05,eindhoven,1930
19,250000,eindhoven,1963
13,210000,eindhoven,1974
36,249000,eindhoven,1966
31,6e+05,eindhoven,1955
10,598000,eindhoven,1927
53,445000,eindhoven,2019
10,148000,eindhoven,1981
16,350000,eindhoven,1983
21,285000,eindhoven,1997
7,230000,eindhoven,2011
69,425000,eindhoven,2009
9,375000,eindhoven,2016
19,475000,eindhoven,1998
22,275000,eindhoven,1953
17,250000,eindhoven,1970
11,315000,eindhoven,2003
355,695000,eindhoven,1973
65,289000,eindhoven,1991
53,392500,eindhoven,2002
13,319000,eindhoven,2003
21,439000,eindhoven,1976
18,385000,eindhoven,1950
86,290000,eindhoven,1964
21,259000,eindhoven,1965
20,299000,eindhoven,1930
10,325000,eindhoven,2008
16,425000,eindhoven,1972
20,245000,eindhoven,1934
6,3e+05,eindhoven,1973
6,268000,eindhoven,1938
24,435000,eindhoven,1928
15,475000,eindhoven,1926
21,325000,eindhoven,1998
24,275000,eindhoven,1990
24,225000,eindhoven,2018
19,469000,eindhoven,1934
22,349000,eindhoven,1978
77,275000,eindhoven,1954
109,995000,eindhoven,1989
211,350000,eindhoven,1926
28,275000,eindhoven,1961
26,265000,eindhoven,1992
11,179000,eindhoven,1975
16,379500,eindhoven,1980
11,450000,eindhoven,1991
22,339000,eindhoven,2018
11,425000,eindhoven,2006
5,285000,eindhoven,1974
10,410000,eindhoven,1959
163,285000,eindhoven,1921
17,229500,eindhoven,1966
12,725000,eindhoven,1993
30,599000,eindhoven,1938
55,795000,eindhoven,1989
25,275000,eindhoven,1972
17,525000,eindhoven,1975
155,275000,eindhoven,1958
75,670000,eindhoven,1992
9,269000,eindhoven,1994
54,275000,eindhoven,2004
8,525000,eindhoven,2008
122,450000,eindhoven,2010
34,415000,eindhoven,1938
20,5e+05,eindhoven,1951
16,425000,eindhoven,2000
31,250000,eindhoven,1968
91,350000,eindhoven,1930
23,309500,eindhoven,1957
41,475000,eindhoven,1998
13,319000,eindhoven,2002
8,640000,eindhoven,1900
19,275000,eindhoven,1952
123,5e+05,eindhoven,1907
9,265000,eindhoven,1989
18,3e+05,eindhoven,1925
31,399000,eindhoven,1937
61,275000,eindhoven,1950
36,389000,eindhoven,1990
15,5e+05,eindhoven,1934
40,385000,eindhoven,2002
26,375000,eindhoven,1975
131,339000,eindhoven,2006
98,269500,eindhoven,1963
67,225000,eindhoven,1965
47,339000,eindhoven,2007
187,250000,eindhoven,2003
11,385000,eindhoven,2004
14,359000,eindhoven,2006
32,575000,eindhoven,1938
21,339000,eindhoven,1962
20,360000,eindhoven,2003
27,340000,eindhoven,1956
41,339000,eindhoven,1981
12,275000,eindhoven,1974
34,350000,eindhoven,1996
22,375000,eindhoven,1998
14,262500,eindhoven,1972
18,315000,eindhoven,2004
97,275000,eindhoven,2008
11,675000,eindhoven,2013
0,155000,eindhoven,1980
67,287500,eindhoven,1983
181,350000,eindhoven,1998
24,3e+05,eindhoven,1935
18,239500,eindhoven,1966
14,3e+05,eindhoven,1968
47,489000,eindhoven,1939
16,230000,eindhoven,1980
34,365000,eindhoven,1964
221,449000,eindhoven,1934
253,441000,eindhoven,2019
0,237500,eindhoven,2011
21,368500,eindhoven,1935
10,350000,eindhoven,1997
64,316000,eindhoven,1976
15,225000,eindhoven,1965
225,2e+05,eindhoven,1938
111,695000,eindhoven,1928
32,172500,eindhoven,1975
31,269500,eindhoven,1972
22,250000,eindhoven,1972
17,489500,eindhoven,1990
26,3e+05,eindhoven,1956
20,290000,eindhoven,1953
6,275000,eindhoven,2004
81,425000,eindhoven,2017
15,375000,eindhoven,1998
240,945000,eindhoven,2009
131,290000,eindhoven,1972
19,275000,eindhoven,1930
14,275000,eindhoven,1995
38,410000,eindhoven,1938
32,205000,eindhoven,1983
27,275000,eindhoven,1987
90,350000,eindhoven,2005
18,325000,eindhoven,1975
20,525000,eindhoven,2003
19,435000,eindhoven,1989
21,437500,eindhoven,2017
25,720000,eindhoven,1983
23,225000,eindhoven,1972
168,425000,eindhoven,1923
20,315000,eindhoven,1930
21,325000,eindhoven,2014
150,375000,eindhoven,2012
21,225000,eindhoven,1965
16,325000,eindhoven,1928
42,9e+05,eindhoven,1650
139,219000,eindhoven,1970
26,439000,eindhoven,1998
-53,265000,eindhoven,1950
19,420000,eindhoven,2017
30,395000,eindhoven,1954
177,5e+05,eindhoven,1977
9,388000,eindhoven,2019
47,325000,eindhoven,1991
25,445000,eindhoven,2000
29,369000,eindhoven,1973
329,355000,eindhoven,1990
8,355000,eindhoven,2009
16,409000,eindhoven,2007
41,365000,eindhoven,1991
19,315000,eindhoven,1950
26,450000,eindhoven,1937
17,249000,eindhoven,1935
27,339000,eindhoven,1985
23,319500,eindhoven,1967
17,475000,eindhoven,1938
22,369500,eindhoven,2012
28,270000,eindhoven,1966
17,349000,eindhoven,1971
13,250000,eindhoven,1963
23,3e+05,eindhoven,1976
12,539000,eindhoven,1998
20,4e+05,eindhoven,2009
42,240000,eindhoven,1925
21,325000,eindhoven,1979
182,350000,eindhoven,2008
68,280000,eindhoven,1993
26,350000,eindhoven,1967
7,389000,eindhoven,1997
28,495000,eindhoven,1950
2,649000,eindhoven,1935
-1,394000,eindhoven,1988
22,269000,eindhoven,1969
21,335000,eindhoven,1988
20,569000,eindhoven,2007
10,375000,eindhoven,1935
19,325000,eindhoven,1976
18,389000,eindhoven,1988
169,479000,eindhoven,1997
44,529000,eindhoven,2006
23,375000,eindhoven,1978
12,350000,eindhoven,1976
16,265000,eindhoven,1968
21,217500,eindhoven,1968
23,235000,eindhoven,2011
19,375000,eindhoven,1966
503,750000,eindhoven,1935
53,545000,eindhoven,1938
158,285000,eindhoven,1974
17,3e+05,eindhoven,1979
16,315000,eindhoven,2003
18,250000,eindhoven,1954
23,375000,eindhoven,1969
17,325000,eindhoven,1985
22,3e+05,eindhoven,1964
13,450000,eindhoven,1974
26,3e+05,eindhoven,1992
16,230000,eindhoven,1977
12,219500,eindhoven,1973
15,165000,eindhoven,1975
-3,775000,eindhoven,1927
25,345000,eindhoven,1935
40,4e+05,eindhoven,1962
26,225000,eindhoven,1968
99,419000,eindhoven,2006
21,3e+05,eindhoven,1965
15,275000,eindhoven,1972
34,325000,eindhoven,1970
27,439000,eindhoven,1955
23,325000,eindhoven,1992
17,239000,eindhoven,1977
23,250000,eindhoven,1968
21,265000,eindhoven,1965
19,1049000,eindhoven,1994
24,325000,eindhoven,1950
21,450000,eindhoven,2007
15,209000,eindhoven,1978
41,350000,eindhoven,2006
106,250000,eindhoven,1983
55,395000,eindhoven,1994
201,750000,eindhoven,1993
16,549000,eindhoven,2009
106,515000,eindhoven,2009
13,2e+05,eindhoven,1981
18,515000,eindhoven,1954
12,450000,eindhoven,2009
14,350000,eindhoven,2007
85,240000,eindhoven,1963
12,250000,eindhoven,2011
76,530000,eindhoven,2012
27,5e+05,eindhoven,1938
27,315000,eindhoven,1978
20,259000,eindhoven,1974
206,7e+05,eindhoven,1974
22,2e+05,eindhoven,1958
134,460000,eindhoven,1992
13,439000,eindhoven,2018
21,275000,eindhoven,1970
45,289000,eindhoven,2002
20,325000,eindhoven,1938
20,275000,eindhoven,1948
26,429000,eindhoven,1925
108,495000,eindhoven,1938
33,319000,eindhoven,1992
35,4e+05,eindhoven,2002
17,319000,eindhoven,1931
20,439500,eindhoven,1970
20,395000,eindhoven,2005
24,550000,eindhoven,1939
26,375000,eindhoven,1929
20,655000,eindhoven,2000
103,4e+05,eindhoven,2003
131,689000,eindhoven,1999
21,650000,eindhoven,1990
34,250000,eindhoven,1972
17,319000,eindhoven,1928
170,325000,eindhoven,2001
15,325000,eindhoven,1981
25,275000,eindhoven,1975
52,325000,eindhoven,1989
13,199000,eindhoven,1978
20,245000,eindhoven,1972
23,389000,eindhoven,2007
29,289000,eindhoven,1991
47,225000,eindhoven,1959
14,250000,eindhoven,1976
21,339000,eindhoven,1954
13,227500,eindhoven,1968
24,598000,eindhoven,1900
20,325000,eindhoven,1975
41,740000,eindhoven,2019
44,539000,eindhoven,2019
43,575000,eindhoven,2019
27,295000,eindhoven,1987
33,4e+05,eindhoven,1989
25,325000,eindhoven,1938
64,369000,eindhoven,1927
16,350000,eindhoven,1974
25,250000,eindhoven,1968
64,4e+05,eindhoven,1954
122,450000,eindhoven,2003
31,3e+05,eindhoven,1982
17,280000,eindhoven,1961
70,175000,eindhoven,1972
234,325000,eindhoven,1978
0,310000,eindhoven,1972
21,367500,eindhoven,1954
24,290000,eindhoven,1972
13,250000,eindhoven,1977
27,250000,eindhoven,2014
23,195000,eindhoven,1981
22,175000,eindhoven,1977
64,445000,eindhoven,1964
41,179500,eindhoven,1975
44,450000,eindhoven,1931
12,425000,eindhoven,1953
65,739000,eindhoven,2009
18,409000,eindhoven,1986
37,230000,eindhoven,1983
35,439000,eindhoven,2009
11,229000,eindhoven,1967
17,2e+05,eindhoven,1955
21,289500,eindhoven,2004
11,250000,eindhoven,1974
49,5e+05,eindhoven,1938
25,450000,eindhoven,2003
113,310000,eindhoven,2006
143,995000,eindhoven,2018
64,359000,eindhoven,1981
178,445000,eindhoven,2003
28,4e+05,eindhoven,1981
20,269500,eindhoven,1986
43,745000,eindhoven,1978
19,415000,eindhoven,2017
67,679000,eindhoven,2006
17,495000,eindhoven,1938
26,375000,eindhoven,1955
19,325000,eindhoven,1998
12,275000,eindhoven,2000
38,475000,eindhoven,1928
8,335000,eindhoven,1938
18,425000,eindhoven,2006
43,469000,eindhoven,2019
29,330000,eindhoven,1981
23,475000,eindhoven,1979
139,9e+05,eindhoven,2014
30,650000,eindhoven,1938
12,325000,eindhoven,1974
17,259000,eindhoven,1964
14,329000,eindhoven,2012
8,172500,eindhoven,
24,250000,eindhoven,1938
25,250000,eindhoven,1962
39,295000,eindhoven,2000
7,3e+05,eindhoven,1954
20,239000,eindhoven,1963
15,525000,eindhoven,1935
13,939000,eindhoven,1920
20,280000,eindhoven,1974
0,407500,eindhoven,1940
21,289000,eindhoven,1974
80,9e+05,eindhoven,1865
80,9e+05,eindhoven,1865
21,225000,eindhoven,1966
27,350000,eindhoven,1956
24,550000,eindhoven,2018
16,465000,eindhoven,1985
52,459000,eindhoven,1997
300,325000,eindhoven,1975
22,330000,eindhoven,1966
1,310000,eindhoven,1966
10,230000,eindhoven,1968
17,3e+05,eindhoven,1961
15,275000,eindhoven,1934
21,295000,eindhoven,1962
55,365000,eindhoven,2009
36,4e+05,eindhoven,1952
14,485000,eindhoven,1938
21,325000,eindhoven,1985
18,425000,eindhoven,1938
64,350000,eindhoven,1966
49,3e+05,eindhoven,1953
22,285000,eindhoven,1967
28,579000,eindhoven,2006
78,352000,eindhoven,2022
22,435000,eindhoven,1976
31,275000,eindhoven,1935
191,650000,eindhoven,1977
23,225000,eindhoven,1982
59,212500,eindhoven,1974
15,439000,eindhoven,1954
16,3e+05,eindhoven,2010
9,209000,eindhoven,1978
42,395000,eindhoven,1976
1,280000,eindhoven,2008
57,403000,eindhoven,2020
211,774000,eindhoven,2019
36,375000,eindhoven,1933
127,499000,eindhoven,2008
94,499000,eindhoven,2008
21,350000,eindhoven,2005
14,224000,eindhoven,1980
41,375000,eindhoven,2006
18,315000,eindhoven,1962
20,205000,eindhoven,2013
30,299000,eindhoven,1985
21,375000,eindhoven,1910
20,209000,eindhoven,1947
27,295000,eindhoven,1974
37,350000,eindhoven,1985
55,499000,eindhoven,1993
14,389000,eindhoven,1954
16,195000,eindhoven,1978
32,289000,eindhoven,1974
19,325000,eindhoven,1929
39,375000,eindhoven,2001
18,350000,eindhoven,1979
123,344500,eindhoven,2008
24,540000,eindhoven,1912
18,350000,eindhoven,2003
32,489000,eindhoven,2001
288,1348500,eindhoven,2020
230,460000,eindhoven,2020
212,460000,eindhoven,2020
34,398000,eindhoven,1951
8,539000,eindhoven,2006
232,455000,eindhoven,2020
18,375000,eindhoven,2003
26,220000,eindhoven,1976
12,225000,eindhoven,1968
17,350000,eindhoven,1971
21,325000,eindhoven,1993
115,750000,eindhoven,2009
22,325000,eindhoven,1990
145,415000,eindhoven,2007
37,350000,eindhoven,1999
33,250000,eindhoven,1919
20,195000,eindhoven,2011
24,229500,eindhoven,2011
27,289000,eindhoven,1935
121,265000,eindhoven,1938
173,285000,eindhoven,1971
62,395000,eindhoven,1904
51,265000,eindhoven,1964
18,525000,eindhoven,2003
120,339000,eindhoven,1931
61,259000,eindhoven,1950
7,239000,eindhoven,2008
20,245000,eindhoven,1967
10,350000,eindhoven,2003
18,275000,eindhoven,1966
309,895000,eindhoven,1960
84,265000,eindhoven,1978
43,379000,eindhoven,1961
56,345750,eindhoven,2022
18,362500,eindhoven,1981
24,3e+05,eindhoven,1972
25,399000,eindhoven,1966
193,449000,eindhoven,1965
14,319000,eindhoven,1929
39,419000,eindhoven,1987
56,425000,eindhoven,2004
30,465000,eindhoven,1999
174,747500,eindhoven,1978
21,425000,eindhoven,2016
54,390000,eindhoven,1979
20,510000,eindhoven,1934
13,295000,eindhoven,1974
26,365000,eindhoven,1930
19,369000,eindhoven,1984
32,3e+05,eindhoven,1998
20,549500,eindhoven,1988
19,295000,eindhoven,1979
29,775000,eindhoven,1977
29,175000,eindhoven,1989
170,385000,eindhoven,1973
32,475000,eindhoven,1938
92,155000,eindhoven,2010
154,344500,eindhoven,2019
16,350000,eindhoven,1974
16,269000,eindhoven,1984
17,2e+05,eindhoven,1956
24,375000,eindhoven,1989
14,210000,eindhoven,1929
111,175000,eindhoven,1929
33,3e+05,eindhoven,1993
20,385000,eindhoven,1971
21,309000,eindhoven,1978
14,275000,eindhoven,2010
73,585000,eindhoven,2003
56,255000,eindhoven,1975
96,215000,eindhoven,1984
25,324500,eindhoven,1976
17,459000,eindhoven,1925
15,295000,eindhoven,1975
56,395000,eindhoven,2003
38,285000,eindhoven,1987
117,469500,eindhoven,1938
38,245000,eindhoven,1974
60,360000,eindhoven,2022
138,242500,eindhoven,1979
47,575000,eindhoven,2009
24,4e+05,eindhoven,2005
13,425000,eindhoven,2007
17,260000,eindhoven,1968
18,269500,eindhoven,1972
19,275000,eindhoven,1956
20,425000,eindhoven,2020
22,2e+05,eindhoven,1978
38,475000,eindhoven,1929
49,285000,eindhoven,1986
60,845000,eindhoven,1989
69,375000,eindhoven,1972
23,275000,eindhoven,1952
17,350000,eindhoven,1989
61,475000,eindhoven,2009
15,150000,eindhoven,1980
20,325000,eindhoven,1988
16,375000,eindhoven,1990
18,4e+05,eindhoven,2006
43,225000,eindhoven,1952
163,3e+05,eindhoven,2013
130,389500,eindhoven,2012
8,320000,eindhoven,2005
32,295000,eindhoven,1921
20,275000,eindhoven,1950
39,450000,eindhoven,1956
30,550000,eindhoven,1977
37,575000,eindhoven,2001
21,175000,eindhoven,1981
17,450000,eindhoven,1988
20,239500,eindhoven,1967
25,250000,eindhoven,1965
21,435000,eindhoven,1978
14,2e+05,eindhoven,2010
21,265000,eindhoven,2012
18,225000,eindhoven,1965
134,318000,eindhoven,2010
47,325000,eindhoven,1985
37,275000,eindhoven,1986
8,319000,eindhoven,1992
7,270000,eindhoven,2010
21,215000,eindhoven,1950
39,385000,eindhoven,2009
14,210000,eindhoven,1966
24,4e+05,eindhoven,2007
24,309000,eindhoven,1950
0,355000,eindhoven,1957
11,217500,eindhoven,1961
14,289500,eindhoven,1987
48,295000,eindhoven,1924
90,375000,eindhoven,1957
53,350000,eindhoven,1972
17,685000,eindhoven,1989
195,595000,eindhoven,2002
23,479000,eindhoven,1955
78,2e+05,eindhoven,2011
102,360000,eindhoven,1954
25,365000,eindhoven,2022
28,335000,eindhoven,1920
35,275000,eindhoven,1986
25,210000,eindhoven,1968
156,630000,eindhoven,1980
24,275000,eindhoven,1979
147,325000,eindhoven,1979
14,469000,eindhoven,1949
19,289000,eindhoven,1964
28,350000,eindhoven,2009
19,2e+05,eindhoven,2010
63,4e+05,eindhoven,2002
22,2e+05,eindhoven,1980
39,225000,eindhoven,1977
12,315000,eindhoven,1978
30,415000,eindhoven,2009
10,285000,eindhoven,1930
11,259000,eindhoven,1953
24,259000,eindhoven,1938
19,2e+05,eindhoven,2011
52,325000,eindhoven,1928
27,379500,eindhoven,2012
20,535000,eindhoven,1961
19,350000,eindhoven,2003
17,360000,eindhoven,2005
27,350000,eindhoven,2002
25,2e+05,eindhoven,1970
54,240000,eindhoven,1972
24,295000,eindhoven,2004
17,425000,eindhoven,1999
20,319500,eindhoven,1973
20,265000,eindhoven,1972
9,325000,eindhoven,1953
25,299500,eindhoven,1976
36,425000,eindhoven,2008
88,385000,eindhoven,1920
497,699000,eindhoven,1980
-1,565000,eindhoven,2002
69,219000,eindhoven,1958
380,1250000,eindhoven,1964
30,339000,eindhoven,1986
534,585000,eindhoven,1952
7,325000,eindhoven,1981
36,315000,eindhoven,2011
39,350000,eindhoven,2011
6,3e+05,eindhoven,1953
26,389000,eindhoven,2000
29,489500,eindhoven,2001
12,319000,eindhoven,2016
22,259000,eindhoven,1990
8,309000,eindhoven,1981
37,399500,eindhoven,1986
21,349000,eindhoven,1960
34,250000,eindhoven,1981
17,450000,eindhoven,1935
66,269500,eindhoven,1975
16,650000,eindhoven,1956
10,525000,eindhoven,2008
66,250000,eindhoven,1928
12,170000,eindhoven,1970
12,160000,eindhoven,1970
115,550000,eindhoven,2003
171,790000,eindhoven,2005
17,235000,eindhoven,1965
80,340000,eindhoven,2011
14,799000,eindhoven,1973
27,250000,eindhoven,1930
